match_id,radiant_win
6,0.8171174215236247
7,0.7532877395834774
10,0.20871315007018107
13,0.840857925990951
16,0.2381966636441608
18,0.3447731094351349
19,0.5715196064587492
24,0.5666738089053389
33,0.2227160901620145
37,0.638722197839468
41,0.16791778210310393
42,0.34254692004144666
55,0.2796541295011897
60,0.6838268777685221
62,0.5386029296741998
63,0.5910892749452924
64,0.10231890958948206
71,0.5476168776242238
72,0.3010453025925107
83,0.486017469600014
85,0.7709970206437322
89,0.9350276007966585
92,0.7529453536830535
100,0.9543364621497917
102,0.8701908811823382
108,0.5748258744072524
111,0.8050154170859068
126,0.17355187674823083
130,0.0495889797912402
140,0.7888766276091038
141,0.2513768603511426
152,0.8542422656208241
153,0.7608884276238691
159,0.6196258493894048
160,0.5828068890356831
163,0.5955862920556807
178,0.5305520625138526
179,0.3887016502176776
181,0.702673563205852
196,0.15468551139875578
206,0.10873848221525322
209,0.551969575931366
216,0.5732819972030362
228,0.07932010299228752
230,0.4143066131868365
242,0.7083222318363641
245,0.19824188499465548
261,0.5588066150922323
274,0.4955851769278194
282,0.7823320813523366
289,0.5953783550641236
296,0.09599989331489349
297,0.6207390617376727
302,0.31530116570322886
304,0.02747452406181457
313,0.8050613023006021
316,0.5042318383468652
317,0.4355762309424731
344,0.8708109493396629
348,0.7828043885472502
352,0.4868270102078681
354,0.559002988991543
361,0.4746082564272658
362,0.21392591655337564
363,0.7689810450734819
365,0.4056035552258977
375,0.32325527602367304
380,0.37410368102206976
384,0.5574197633268247
394,0.7788317747454281
399,0.6338448809884123
404,0.7575595219386163
406,0.6982847508488307
430,0.14593355096957983
432,0.375412260511505
443,0.4898499111025617
463,0.6293555256276585
467,0.5399585865881563
474,0.21173588679971372
488,0.23545960871115654
502,0.9261833558978895
503,0.2722098411423839
507,0.3122849166867245
508,0.4839358054449776
509,0.4387172728357955
516,0.4115784775399073
528,0.2682930758284199
542,0.6696440350286714
547,0.194179335526197
552,0.5707440533190434
555,0.6732980516392116
561,0.6526672643255679
569,0.809685709985352
575,0.9467185024523345
576,0.8209886649659043
582,0.20990689358504452
585,0.4743202012391973
586,0.5662453945920723
590,0.8192691964789802
592,0.23233127489120833
598,0.3936293536948231
599,0.24144935096695544
600,0.7660537725646175
601,0.5595336313553796
603,0.3264802164763472
617,0.4692820142656344
628,0.46899457740235134
634,0.16002399714947088
635,0.32922320528978244
639,0.4204781594609626
644,0.5782514313323476
646,0.7377983321391685
650,0.10161100009938125
659,0.8602855109667763
663,0.4067624875799212
668,0.6347732551467491
670,0.42598493108607416
678,0.4296300100897568
679,0.2870586233824944
686,0.7489309865838045
694,0.2753965355037242
696,0.8820662918131128
702,0.8752397510694577
709,0.410132150991452
712,0.3196504563241102
723,0.23239729592746805
729,0.42115162246729904
733,0.7680033900943497
735,0.3891486602307891
737,0.39120624310249286
749,0.7114736227177045
752,0.5240877965061879
767,0.9247785357657944
771,0.13536662163103766
778,0.5218745254375172
780,0.7493576392490083
790,0.5304588904648202
797,0.388153990624608
802,0.33019836111683437
805,0.7201955026184637
807,0.7839399061403658
808,0.8563548945972352
811,0.395660905820358
815,0.14746540846191014
820,0.7666884891653852
838,0.17401931009143892
861,0.18086441668523826
886,0.22609514183473903
889,0.1242118335395953
904,0.6722354536309613
913,0.4889900770387563
928,0.6818065282161702
931,0.5491464659981287
932,0.7003333797166607
945,0.7439182050292209
953,0.8425362654073881
955,0.36175457760495067
970,0.5588881270540607
972,0.44673662368646344
978,0.5728929546978999
982,0.8167055449124124
983,0.7480774565387811
984,0.3092133615128808
987,0.5679815810924479
1000,0.5740793578169046
1006,0.5847619503405945
1014,0.7671474905224387
1030,0.6103422306389122
1037,0.7261645794036432
1044,0.6426780238719386
1046,0.7768378560012986
1048,0.38449637484200827
1053,0.8882964961434823
